total timesteps,time_elapsed,eplenmean,n_updates,fps,ep_rewmean,current_lr,mean 100 episode reward per step,mean 100 episode reward,episodes,policy_loss,entropy,qf2_loss,qf1_loss,ent_coef_loss,value_loss,ent_coef
435400,10794,220.98,435300,40,-403.99449685,0.0003,-3.4967237490896395,-404.0,1924,184.24338,1.0445143,9.823652,12.529726,1.5779428,23.30346,0.08634188
435500,10796,220.98,435400,40,-403.99449685,0.0003,-3.4967237490896395,-404.0,1924,179.92451,0.9046025,75.31494,32.205654,-0.13668133,11.684509,0.08679151
435600,10799,222.79,435500,40,-398.8647156100001,0.0003,-3.4474359412054425,-398.9,1925,180.27565,1.2456212,39.37205,46.820694,-0.9689548,6.1764936,0.08705127
435700,10801,222.79,435600,40,-398.8647156100001,0.0003,-3.4474359412054425,-398.9,1925,183.75618,0.9696549,33.981274,36.089996,0.71149504,9.849764,0.08726492
435800,10804,222.79,435700,40,-398.8647156100001,0.0003,-3.4474359412054425,-398.9,1925,186.39847,1.0839863,254.35352,96.78799,0.63859606,24.821232,0.08738053
435900,10806,222.79,435800,40,-398.3429839600001,0.0003,-3.445696835738441,-398.3,1926,181.61633,0.8177694,17.747774,13.799358,-0.9557479,49.3656,0.087898135
436000,10808,222.79,435900,40,-398.3429839600001,0.0003,-3.445696835738441,-398.3,1926,181.3074,1.0753781,1402.6072,1385.9874,-1.575067,43.088215,0.088835746
436100,10811,222.79,436000,40,-398.3429839600001,0.0003,-3.445696835738441,-398.3,1926,204.21065,1.012553,48.666817,70.58592,2.2416737,23.761147,0.08886752
436200,10813,222.79,436100,40,-398.30152866,0.0003,-3.4455586514152787,-398.3,1927,182.45683,1.0450252,94.8448,44.92354,0.5860919,39.433365,0.08934983
436300,10816,222.79,436200,40,-398.30152866,0.0003,-3.4455586514152787,-398.3,1927,182.47626,1.2350795,38.765633,47.81712,0.7027112,13.795992,0.08934936
436400,10818,224.8,436300,40,-399.49561901,0.0003,-3.3435739080860434,-399.5,1928,188.26501,0.9901438,311.06888,323.8629,0.9980698,21.970676,0.08946193
436500,10821,224.92,436400,40,-399.59962876,0.0003,-3.335775454287739,-399.6,1929,191.53647,1.0717881,35.83132,44.023823,0.8186604,36.497093,0.08962388
436600,10823,224.92,436500,40,-399.59962876,0.0003,-3.335775454287739,-399.6,1929,183.49814,1.1058531,62.18152,87.56825,-0.015434787,154.39684,0.089256234
436700,10826,224.92,436600,40,-399.59962876,0.0003,-3.335775454287739,-399.6,1929,187.34093,1.2250485,50.391228,24.40892,-0.9070175,37.401352,0.08888454
436800,10828,224.92,436700,40,-400.10645315,0.0003,-3.337464868932973,-400.1,1930,181.78238,1.1506609,98.86171,48.759605,1.0002382,22.184015,0.08803928
436900,10830,224.92,436800,40,-400.10645315,0.0003,-3.337464868932973,-400.1,1930,192.80931,0.9125925,31.7975,15.588373,0.6149312,22.953533,0.08740557
437000,10833,224.92,436900,40,-400.10645315,0.0003,-3.337464868932973,-400.1,1930,181.05597,1.155387,69.77528,30.118675,-1.0074873,38.217476,0.087342784
437100,10835,224.92,437000,40,-398.25653948,0.0003,-3.331298490058144,-398.3,1931,180.93503,1.0121461,25.916082,12.991791,0.3176402,11.099009,0.086911544
437200,10838,224.92,437100,40,-398.25653948,0.0003,-3.331298490058144,-398.3,1931,180.52643,0.9986625,20.717857,23.91556,-0.072335586,17.157497,0.08693152
437300,10840,224.92,437200,40,-398.25653948,0.0003,-3.331298490058144,-398.3,1931,185.62549,0.940957,18.244041,10.184019,-0.83807325,48.04104,0.087446235
437400,10843,225.62,437300,40,-392.8886906799999,0.0003,-3.3066990338721562,-392.9,1932,187.26344,1.2871253,19.73921,29.784351,-0.004200667,9.535054,0.087322466
437500,10845,225.62,437400,40,-392.8886906799999,0.0003,-3.3066990338721562,-392.9,1932,183.59706,1.2002524,76.24575,104.884254,0.020944715,10.99597,0.08702934
437600,10848,225.62,437500,40,-392.8886906799999,0.0003,-3.3066990338721562,-392.9,1932,189.68085,0.9178127,177.00992,187.02834,1.5303844,31.706665,0.08684429
437700,10850,227.66,437600,40,-388.56003701000003,0.0003,-3.2479734774401354,-388.6,1933,178.87357,1.2091463,20.330492,18.84124,-1.1413447,6.890656,0.087750934
437800,10853,225.69,437700,40,-393.31179088,0.0003,-3.3045268849531317,-393.3,1934,190.2171,0.83173203,110.02419,53.000534,1.9933798,12.734207,0.08814484
437900,10855,225.69,437800,40,-393.31179088,0.0003,-3.3045268849531317,-393.3,1934,179.42923,0.90779257,71.92247,68.00052,0.426749,40.427094,0.088450894
438000,10858,224.54,437900,40,-398.84540570999997,0.0003,-3.336662349700717,-398.8,1935,176.51321,1.0297475,19.877647,11.614761,-0.1656844,12.089675,0.08921889
438100,10860,224.54,438000,40,-398.84540570999997,0.0003,-3.336662349700717,-398.8,1935,183.6292,1.0138195,260.9339,276.82162,-0.48237005,16.080532,0.08931954
438200,10863,224.54,438100,40,-398.84540570999997,0.0003,-3.336662349700717,-398.8,1935,181.45688,0.9687102,15.483312,27.624535,1.5116358,24.684418,0.09017479
438300,10865,225.78,438200,40,-393.80938022000004,0.0003,-3.3047662891885365,-393.8,1936,181.83836,0.98420393,19.867435,20.068645,1.5046802,8.090613,0.09082288
438400,10868,225.78,438300,40,-393.80938022000004,0.0003,-3.3047662891885365,-393.8,1936,178.55414,1.1059009,28.105389,17.631067,-0.36894375,13.540915,0.092288025
438500,10870,225.78,438400,40,-393.80938022000004,0.0003,-3.3047662891885365,-393.8,1936,177.19748,1.0951576,236.70491,232.96916,0.084103465,4.853065,0.09288797
438600,10872,226.93,438500,40,-394.13440304000005,0.0003,-3.290768158979455,-394.1,1937,177.2373,1.2915597,8.34539,10.502803,0.39706346,12.969151,0.093292266
438700,10875,226.93,438600,40,-394.13440304000005,0.0003,-3.290768158979455,-394.1,1937,174.02092,1.3050873,18.44458,27.787312,-0.6961704,97.84218,0.093423985
438800,10877,226.93,438700,40,-394.13440304000005,0.0003,-3.290768158979455,-394.1,1937,198.06969,1.032918,119.82747,88.8575,0.09443806,91.93817,0.093424946
438900,10880,226.81,438800,40,-397.5284008900001,0.0003,-3.3030188189510152,-397.5,1938,181.3435,1.1008897,30.168827,17.969028,0.9141253,40.8893,0.09279066
439000,10882,226.81,438900,40,-397.5284008900001,0.0003,-3.3030188189510152,-397.5,1938,173.41615,1.3276525,14.077503,8.807278,-1.6921892,9.914921,0.09293028
439100,10885,226.81,439000,40,-397.5284008900001,0.0003,-3.3030188189510152,-397.5,1938,188.3986,1.1102433,57.35569,40.127853,-0.58648926,12.197153,0.09288024
439200,10887,227.97,439100,40,-392.08339387000007,0.0003,-3.270755277908319,-392.1,1939,188.42487,1.0169332,46.392952,27.853165,0.68497187,14.336966,0.092372514
439300,10890,226.61,439200,40,-397.38435030000005,0.0003,-3.306718132204373,-397.4,1940,184.38147,1.2243532,540.76263,555.19214,-0.8797376,20.669512,0.092340626
439400,10892,226.61,439300,40,-397.38435030000005,0.0003,-3.306718132204373,-397.4,1940,186.32635,1.1408587,231.936,299.8485,-0.6015774,24.911047,0.092610516
439500,10895,226.61,439400,40,-397.38435030000005,0.0003,-3.306718132204373,-397.4,1940,184.07921,1.3275968,326.07285,386.3199,-0.17800373,11.975483,0.09200092
439600,10897,227.38,439500,40,-387.01743788,0.0003,-3.259384408951122,-387.0,1941,189.54602,1.1227407,141.65535,127.76543,-0.69937146,6.2715244,0.09184555
439700,10899,227.38,439600,40,-387.01743788,0.0003,-3.259384408951122,-387.0,1941,185.72977,1.1204543,59.238052,45.304825,0.054293737,22.075558,0.09166706
439800,10902,227.38,439700,40,-387.01743788,0.0003,-3.259384408951122,-387.0,1941,176.93304,1.0926727,52.62638,114.05046,0.1689845,31.86068,0.09271497
439900,10904,228.07,439800,40,-380.51507612,0.0003,-3.230460447176008,-380.5,1942,184.35419,1.0540383,30.409985,22.380585,-0.46158272,44.29779,0.09310297
440000,10907,228.07,439900,40,-380.51507612,0.0003,-3.230460447176008,-380.5,1942,181.70947,1.1425159,17.150646,15.616695,0.33966693,9.163962,0.09267022
440100,10909,228.07,440000,40,-380.51507612,0.0003,-3.230460447176008,-380.5,1942,178.76384,1.2419461,66.09491,53.107048,-0.5127728,24.179657,0.09247392
440200,10912,229.81,440100,40,-375.00000184000004,0.0003,-3.1828208136365466,-375.0,1943,186.65652,1.1995649,41.44449,43.660114,-0.38813445,58.505432,0.09221314
440300,10914,229.81,440200,40,-375.00000184000004,0.0003,-3.1828208136365466,-375.0,1943,179.82608,1.0236169,1945.2544,995.50244,1.627362,24.190115,0.092464216
440400,10917,229.81,440300,40,-375.00000184000004,0.0003,-3.1828208136365466,-375.0,1943,184.21967,1.0175511,260.2483,226.40526,0.8652225,30.761965,0.09252751
440500,10919,232.06,440400,40,-369.5316556,0.0003,-3.101491459924047,-369.5,1944,179.12027,1.1286364,33.160908,26.103317,-0.32715487,24.99685,0.09177699
440600,10921,232.06,440500,40,-369.5316556,0.0003,-3.101491459924047,-369.5,1944,182.83725,1.0241257,25.3861,59.37988,-0.047841772,26.099138,0.0920028
440700,10924,232.06,440600,40,-369.5316556,0.0003,-3.101491459924047,-369.5,1944,185.87888,1.1548502,318.03128,360.46155,0.5199535,30.138203,0.09215169
440800,10926,232.06,440700,40,-369.37368143,0.0003,-3.1009648793479454,-369.4,1945,186.28159,0.89647865,18.507076,24.60899,0.4087841,11.168398,0.092008084
440900,10929,232.06,440800,40,-369.37368143,0.0003,-3.1009648793479454,-369.4,1945,176.84473,1.0988183,21.40818,21.147892,0.6140349,15.784672,0.091730505
441000,10931,231.66,440900,40,-368.71325439,0.0003,-3.1082792865614817,-368.7,1946,186.88055,1.3539908,254.60463,214.14557,-1.4733814,12.914408,0.09189943
441100,10934,231.66,441000,40,-368.71325439,0.0003,-3.1082792865614817,-368.7,1946,174.20891,1.2669998,435.12512,197.30708,-1.7095721,13.149847,0.0916711
441200,10936,231.66,441100,40,-368.71325439,0.0003,-3.1082792865614817,-368.7,1946,177.97307,1.1088344,27.256859,17.659397,-1.4134111,15.886135,0.0912892
441300,10939,233.33,441200,40,-363.31019175999995,0.0003,-3.0627776452910753,-363.3,1947,176.78317,1.159337,260.58386,261.30234,-2.4606514,5.7863407,0.09105538
441400,10941,233.33,441300,40,-363.31019175999995,0.0003,-3.0627776452910753,-363.3,1947,180.18933,1.2011957,156.1221,190.20944,-0.86490726,127.84379,0.09057327
441500,10944,233.33,441400,40,-363.31019175999995,0.0003,-3.0627776452910753,-363.3,1947,182.03114,1.1365955,407.9564,424.74124,0.5219904,43.633175,0.09078387
441600,10946,233.33,441500,40,-362.16008221,0.0003,-3.058943946802179,-362.2,1948,175.16728,1.3689659,28.971909,41.392075,-0.4923969,17.594126,0.090641886
441700,10948,233.33,441600,40,-362.16008221,0.0003,-3.058943946802179,-362.2,1948,176.98053,1.4663553,8.851923,30.420816,-1.2854152,14.997535,0.09079681
441800,10951,233.33,441700,40,-362.16008221,0.0003,-3.058943946802179,-362.2,1948,174.46442,1.2048798,115.97052,49.214016,-0.9485922,30.882774,0.09002627
441900,10953,233.33,441800,40,-361.07641081,0.0003,-3.055331708801597,-361.1,1949,179.97066,1.1293426,16.053854,18.60075,0.73905814,35.65374,0.08946129
442000,10956,233.33,441900,40,-361.07641081,0.0003,-3.055331708801597,-361.1,1949,185.45087,1.0523655,19.541632,21.709698,-0.063411534,23.978756,0.089412905
442100,10958,233.33,442000,40,-361.07641081,0.0003,-3.055331708801597,-361.1,1949,179.56363,1.1568947,37.84018,29.6623,0.7494262,196.27881,0.090122454
442200,10961,233.33,442100,40,-360.80651565,0.0003,-3.0544320582815114,-360.8,1950,178.3006,1.1736691,40.767082,53.442146,-0.5740148,25.627525,0.09093412
442300,10963,233.33,442200,40,-360.80651565,0.0003,-3.0544320582815114,-360.8,1950,182.0047,1.0866053,24.331753,12.065449,0.7949496,19.52994,0.09056103
442400,10966,233.33,442300,40,-360.80651565,0.0003,-3.0544320582815114,-360.8,1950,186.9975,0.92771065,39.046196,251.14972,0.84612,16.610807,0.090510376
442500,10968,233.9,442400,40,-354.90387181000006,0.0003,-3.029380332829946,-354.9,1951,175.85416,1.2998241,7.6000924,9.457313,-0.32065433,5.3777204,0.090280674
442600,10971,233.9,442500,40,-354.90387181000006,0.0003,-3.029380332829946,-354.9,1951,180.45285,0.9773998,83.29973,24.56622,1.7513716,22.107254,0.09003146
442700,10973,233.0,442600,40,-360.74607554,0.0003,-3.0585290485047345,-360.7,1952,177.90787,1.1886094,40.69564,28.173954,-1.0541748,44.86251,0.089066
442800,10976,233.0,442700,40,-360.74607554,0.0003,-3.0585290485047345,-360.7,1952,184.05069,1.1500001,337.64194,353.90753,-0.5931274,7.9282384,0.088913366
442900,10978,233.0,442800,40,-360.74607554,0.0003,-3.0585290485047345,-360.7,1952,176.12703,1.1077837,53.112896,45.03252,1.1761674,11.386118,0.08954693
443000,10980,233.0,442900,40,-361.31930740999996,0.0003,-3.0604398214288593,-361.3,1953,182.54007,1.2201667,1191.4458,1403.7577,-0.34695226,22.302814,0.08998706
443100,10983,233.0,443000,40,-361.31930740999996,0.0003,-3.0604398214288593,-361.3,1953,183.08945,1.3798965,1404.7946,1451.2095,-0.46333963,32.67612,0.090243205
443200,10985,233.0,443100,40,-361.31930740999996,0.0003,-3.0604398214288593,-361.3,1953,175.61049,1.2892599,16.36561,7.703156,-0.9590969,7.9268975,0.08986333
443300,10988,232.86,443200,40,-367.65609943999993,0.0003,-3.0827992434129787,-367.7,1954,183.84659,1.1841176,13.425571,19.606604,0.4795533,13.795998,0.08976549
443400,10990,232.86,443300,40,-367.65609943999993,0.0003,-3.0827992434129787,-367.7,1954,181.41858,1.1536299,23.244888,22.900328,0.5956439,50.726284,0.08910261
443500,10993,232.86,443400,40,-367.65609943999993,0.0003,-3.0827992434129787,-367.7,1954,176.76794,1.0255902,321.5366,339.56308,-0.23321089,53.33783,0.0885991
443600,10995,234.51,443500,40,-364.34126247999984,0.0003,-3.045707748045784,-364.3,1955,177.67557,1.3166115,41.25628,20.482552,0.41275826,48.562546,0.088098094
443700,10998,234.51,443600,40,-364.34126247999984,0.0003,-3.045707748045784,-364.3,1955,185.06084,1.0204544,24.1166,27.847176,0.4387052,22.523926,0.08766549
443800,11000,234.51,443700,40,-364.34126247999984,0.0003,-3.045707748045784,-364.3,1955,180.4173,1.322097,123.6648,286.97522,-1.543437,24.543829,0.08712908
443900,11003,234.51,443800,40,-364.5752230199999,0.0003,-3.0464876165044923,-364.6,1956,171.63727,1.358356,54.211517,40.660995,-1.2768271,12.477568,0.087485924
444000,11005,234.51,443900,40,-364.5752230199999,0.0003,-3.0464876165044923,-364.6,1956,181.44995,1.116921,14.179907,19.172781,0.5533717,66.776,0.087490655
444100,11008,234.51,444000,40,-364.5752230199999,0.0003,-3.0464876165044923,-364.6,1956,177.38708,1.0875602,245.10983,247.0532,0.5647561,51.855434,0.08765571
444200,11010,234.51,444100,40,-364.4182622999999,0.0003,-3.0459644140854594,-364.4,1957,180.19048,0.9793031,110.09061,52.584198,0.5825601,17.151161,0.087645695
444300,11013,234.57,444200,40,-363.17103731,0.0003,-3.0270165732414323,-363.2,1958,180.5393,1.2086202,36.233795,17.288975,0.6837001,23.042908,0.08721404
444400,11015,234.57,444300,40,-363.17103731,0.0003,-3.0270165732414323,-363.2,1958,168.0531,1.1650879,10.005724,10.231488,-0.5245849,5.3287516,0.08684965
444500,11017,233.53,444400,40,-368.85102054,0.0003,-3.0575093119385577,-368.9,1959,177.94682,1.0547743,15.537205,13.41019,-0.07671976,12.099232,0.08710893
444600,11020,233.53,444500,40,-368.85102054,0.0003,-3.0575093119385577,-368.9,1959,179.1842,1.131707,11.281554,29.0683,0.89983463,18.59523,0.08732623
444700,11022,232.72,444600,40,-374.50457983,0.0003,-3.084498490271833,-374.5,1960,175.15685,1.0793102,30.140398,43.78258,0.20555264,64.65109,0.08713874
444800,11024,232.72,444700,40,-374.50457983,0.0003,-3.084498490271833,-374.5,1960,187.13531,1.2513735,14.204155,22.29896,1.1137645,43.105324,0.08770203
444900,11027,232.72,444800,40,-374.50457983,0.0003,-3.084498490271833,-374.5,1960,186.36076,0.9081219,32.48474,65.75379,1.2197431,15.069108,0.08730281
445000,11029,232.72,444900,40,-374.29414964999995,0.0003,-3.0837970563271306,-374.3,1961,182.90814,1.1159242,51.10846,115.15473,0.31530547,33.876556,0.08734995
445100,11032,233.72,445000,40,-374.53106539,0.0003,-2.9548136724095118,-374.5,1962,175.89261,1.3041997,22.316505,10.824379,-0.4589144,35.38809,0.08714813
445200,11034,231.89,445100,40,-379.26638208,0.0003,-3.007254883721489,-379.3,1963,176.86536,1.2563012,8.314075,7.974325,-0.016646862,8.819581,0.08671655
445300,11037,231.89,445200,40,-379.26638208,0.0003,-3.007254883721489,-379.3,1963,191.24112,1.1541915,20.841503,40.505924,0.9922737,16.47976,0.08582857
445400,11039,231.89,445300,40,-379.26638208,0.0003,-3.007254883721489,-379.3,1963,181.89091,1.0267519,23.745535,12.480455,-0.09839405,9.249134,0.08548468
445500,11042,234.66,445400,40,-373.8080599000001,0.0003,-2.7275421826683277,-373.8,1964,175.59181,1.163706,12.97028,14.24329,-1.5303687,12.670015,0.08537502
445600,11044,234.66,445500,40,-373.8080599000001,0.0003,-2.7275421826683277,-373.8,1964,176.50807,1.2019918,216.04973,215.73593,0.9081031,42.954247,0.08481499
445700,11047,233.34,445600,40,-379.65301537000005,0.0003,-2.764511286544793,-379.7,1965,173.90814,1.3933969,14.624143,22.062222,-1.0948101,23.238232,0.08488245
445800,11049,230.92,445700,40,-384.75412286000005,0.0003,-2.8669999812987275,-384.8,1966,174.20642,1.3994954,275.47443,238.4048,-0.923501,15.347192,0.08469776
445900,11051,229.14,445800,40,-384.08255807,0.0003,-2.9002250293565366,-384.1,1967,175.72156,1.3900898,13.902301,20.46616,0.1621609,5.849781,0.08500267
446000,11054,229.14,445900,40,-384.08255807,0.0003,-2.9002250293565366,-384.1,1967,177.36743,1.3122094,22.4521,34.160282,-0.23846394,4.219429,0.08478533
446100,11056,229.14,446000,40,-384.08255807,0.0003,-2.9002250293565366,-384.1,1967,180.74402,1.3278317,679.7128,674.45667,-0.2762039,26.750065,0.08572017
446200,11058,231.6,446100,40,-378.8424395800001,0.0003,-2.7885123414408906,-378.8,1968,178.64224,1.1132367,43.2665,54.092953,-0.10097885,30.905222,0.085794896
446300,11061,231.6,446200,40,-378.8424395800001,0.0003,-2.7885123414408906,-378.8,1968,170.28778,1.353399,17.980942,23.315483,-0.64281774,12.149601,0.08650712
446400,11063,231.6,446300,40,-378.8424395800001,0.0003,-2.7885123414408906,-378.8,1968,177.14478,1.2921345,26.02549,41.7385,-0.7891163,8.84536,0.0877192
446500,11066,231.6,446400,40,-380.24859158,0.0003,-2.7931995148019735,-380.2,1969,180.6822,1.2535702,42.036438,31.651619,0.58140373,34.636253,0.08820116
446600,11068,231.6,446500,40,-380.24859158,0.0003,-2.7931995148019735,-380.2,1969,180.4366,1.2871301,215.54674,205.83849,0.53688437,20.856056,0.08898027
446700,11070,231.6,446600,40,-380.24859158,0.0003,-2.7931995148019735,-380.2,1969,173.2066,1.195651,269.08212,289.5756,-0.9085834,16.521076,0.08945741
446800,11073,231.58,446700,40,-388.23252712,0.0003,-2.8200148703795564,-388.2,1970,177.61035,1.4121664,10.098232,7.944413,0.35061467,4.47394,0.08904079
446900,11075,231.58,446800,40,-388.23252712,0.0003,-2.8200148703795564,-388.2,1970,170.81409,1.5176724,3.8768632,8.35503,-0.42347994,5.578595,0.08858531
447000,11077,231.58,446900,40,-388.23252712,0.0003,-2.8200148703795564,-388.2,1970,176.92195,1.3361015,259.7001,252.10335,0.63550377,9.445261,0.08809656
447100,11080,231.58,447000,40,-388.08823329,0.0003,-2.8195338909332355,-388.1,1971,184.34174,1.1642458,27.103544,18.80073,-0.37644315,13.422649,0.08738359
447200,11082,231.58,447100,40,-388.08823329,0.0003,-2.8195338909332355,-388.1,1971,185.2514,1.3606449,274.72562,267.7285,-0.32755584,27.539658,0.087297276
447300,11085,231.11,447200,40,-394.2296623599999,0.0003,-2.8449844191642897,-394.2,1972,180.71791,1.0221217,285.41016,279.59125,1.4696543,16.11008,0.087635934
447400,11087,231.11,447300,40,-394.2296623599999,0.0003,-2.8449844191642897,-394.2,1972,173.2571,1.1488621,17.865362,19.932392,-1.3658758,18.315441,0.0873183
447500,11089,231.11,447400,40,-394.2296623599999,0.0003,-2.8449844191642897,-394.2,1972,174.95352,1.0339595,568.44507,564.95734,0.56608915,24.897694,0.0876833
447600,11092,231.0,447500,40,-399.34092968,0.0003,-2.862896176343036,-399.3,1973,174.065,1.1052042,14.434406,17.15783,1.4568168,9.908655,0.08782574
447700,11094,231.0,447600,40,-399.34092968,0.0003,-2.862896176343036,-399.3,1973,176.3461,1.1269605,948.7324,961.5107,1.4376676,70.580154,0.087912574
447800,11096,231.0,447700,40,-399.34092968,0.0003,-2.862896176343036,-399.3,1973,172.17043,1.2811471,242.40543,263.45578,-0.015885353,6.158699,0.08828757
447900,11099,231.0,447800,40,-399.37157399999995,0.0003,-2.862998324071613,-399.4,1974,171.38113,1.2191715,24.381817,19.52766,-0.32339364,7.286385,0.08851817
448000,11101,230.02,447900,40,-399.71289723,0.0003,-2.945448287980032,-399.7,1975,170.54565,1.497772,17.44642,22.429354,0.09973049,20.669258,0.08863652
448100,11103,230.02,448000,40,-399.71289723,0.0003,-2.945448287980032,-399.7,1975,188.49124,1.2371058,34.36716,54.83819,0.28768098,17.100475,0.08812893
448200,11106,230.02,448100,40,-399.71289723,0.0003,-2.945448287980032,-399.7,1975,177.72424,1.1735313,196.93106,220.74068,0.115493596,12.197451,0.08852883
448300,11108,230.64,448200,40,-393.84328480999994,0.0003,-2.9199707050081773,-393.8,1976,178.70972,1.0620402,12.950281,19.343382,-0.47738427,13.183439,0.087749235
448400,11111,228.65,448300,40,-399.08401213999997,0.0003,-2.9790099144203936,-399.1,1977,173.91702,1.1661332,502.8223,477.58307,0.64292645,13.919134,0.08824012
448500,11113,228.65,448400,40,-399.08401213999997,0.0003,-2.9790099144203936,-399.1,1977,174.61797,1.0154871,30.614988,24.626364,1.682375,7.6265697,0.08884246
448600,11116,228.65,448500,40,-399.08401213999997,0.0003,-2.9790099144203936,-399.1,1977,171.84283,1.3283577,16.232399,18.049637,0.13543287,12.5035515,0.08964414
448700,11118,229.42,448600,40,-396.81960313999997,0.0003,-2.963651189032026,-396.8,1978,172.37122,1.673396,1261.2084,1096.7964,0.7637017,10.632636,0.08981351
448800,11120,230.27,448700,40,-397.10447103999996,0.0003,-2.8813244310399733,-397.1,1979,182.89758,1.3435405,16.663263,46.33062,0.66525877,38.606346,0.090069614
448900,11123,230.27,448800,40,-397.10447103999996,0.0003,-2.8813244310399733,-397.1,1979,172.9535,1.2349805,299.2209,493.52,-0.54130006,22.914787,0.09107075
449000,11125,230.01,448900,40,-396.20508182,0.0003,-2.8808298888830275,-396.2,1980,171.9437,1.3796364,56.621357,18.058737,-0.8021999,10.737822,0.09149989
449100,11128,230.01,449000,40,-396.20508182,0.0003,-2.8808298888830275,-396.2,1980,172.71698,1.3645056,15.34932,41.840313,-1.7691382,9.635965,0.09239392
449200,11130,230.01,449100,40,-396.20508182,0.0003,-2.8808298888830275,-396.2,1980,188.40253,1.0442221,83.81707,88.359634,1.5733166,14.300419,0.09334479
449300,11132,230.01,449200,40,-396.74722891,0.0003,-2.882637045858346,-396.7,1981,169.58426,1.0741982,23.601742,34.371895,-0.89831483,15.559704,0.09403044
449400,11135,230.01,449300,40,-396.74722891,0.0003,-2.882637045858346,-396.7,1981,170.88565,1.2733241,208.15068,208.31972,0.018920645,11.520883,0.09445394
449500,11137,231.21,449400,40,-397.12090194999996,0.0003,-2.820995198817025,-397.1,1982,172.0206,1.3517855,9.381784,13.485195,-0.41726613,8.571394,0.0956128
449600,11139,231.21,449500,40,-397.12090194999996,0.0003,-2.820995198817025,-397.1,1982,174.03781,1.4615636,12.358244,9.599609,-1.1240438,4.90052,0.09579863
449700,11142,231.21,449600,40,-397.12090194999996,0.0003,-2.820995198817025,-397.1,1982,190.03494,1.0652333,174.73483,228.8698,2.325624,46.318512,0.09530989
449800,11144,231.48,449700,40,-397.44328202,0.0003,-2.819621819096862,-397.4,1983,172.81516,1.2324951,23.678072,8.268147,0.100204945,22.130367,0.095204964
449900,11147,231.48,449800,40,-397.44328202,0.0003,-2.819621819096862,-397.4,1983,183.0967,1.2448522,22.85359,30.454662,0.67266166,30.507774,0.09497372
450000,11149,231.48,449900,40,-397.44328202,0.0003,-2.819621819096862,-397.4,1983,181.17818,1.2174927,24.69814,42.31925,0.45026815,12.825903,0.09457515
450100,11151,231.48,450000,40,-397.23950501,0.0003,-2.818942562400856,-397.2,1984,184.47253,1.4373164,54.971832,56.395103,-0.6492405,43.607574,0.09379702
450200,11154,231.48,450100,40,-397.23950501,0.0003,-2.818942562400856,-397.2,1984,176.19002,1.3060846,19.616463,26.564133,-0.11013806,9.930574,0.093125105
450300,11156,231.48,450200,40,-397.23950501,0.0003,-2.818942562400856,-397.2,1984,172.30527,1.424196,235.4532,227.64372,-1.8804386,10.467577,0.09241263
450400,11158,233.77,450300,40,-393.18161125,0.0003,-2.739504152141458,-393.2,1985,171.1662,1.2686124,203.32562,207.66171,-1.9440912,3.6394582,0.092106484
450500,11161,233.77,450400,40,-393.18161125,0.0003,-2.739504152141458,-393.2,1985,181.71902,1.120051,21.425575,29.645895,1.0024911,23.961895,0.0919329
450600,11163,233.77,450500,40,-393.18161125,0.0003,-2.739504152141458,-393.2,1985,174.03302,1.11171,67.898636,60.814346,0.78864634,15.380739,0.092240624
450700,11165,235.71,450600,40,-387.51798709999997,0.0003,-2.6796217998842193,-387.5,1986,173.47438,1.334316,41.528572,21.118618,0.07241988,17.402252,0.09216164
450800,11168,235.71,450700,40,-387.51798709999997,0.0003,-2.6796217998842193,-387.5,1986,173.62604,1.1545234,18.51951,19.400898,0.25179958,22.033592,0.092083976
450900,11171,236.83,450800,40,-387.46540252,0.0003,-2.629874101534717,-387.5,1987,184.547,1.3153636,371.52856,49.450603,0.3370914,36.071213,0.09160335
451000,11173,236.83,450900,40,-387.46540252,0.0003,-2.629874101534717,-387.5,1987,180.91716,1.2802427,19.168823,22.95606,-0.83913255,18.500216,0.09058941
451100,11176,236.83,451000,40,-387.46540252,0.0003,-2.629874101534717,-387.5,1987,170.1043,1.2599523,282.07678,274.3478,-0.82630605,31.843445,0.08984163
451200,11178,236.83,451100,40,-388.23546253,0.0003,-2.6324409682338272,-388.2,1988,175.35214,1.0739836,26.545975,42.462093,0.7617116,28.033733,0.08953294
451300,11181,236.83,451200,40,-388.23546253,0.0003,-2.6324409682338272,-388.2,1988,174.81625,1.2382618,66.45534,55.055363,-0.3475545,17.74352,0.08937949
451400,11183,236.83,451300,40,-388.23546253,0.0003,-2.6324409682338272,-388.2,1988,170.24966,1.1918049,27.276619,12.41425,-0.20192131,13.211163,0.088382214
451500,11186,236.75,451400,40,-382.21117977999995,0.0003,-2.7170820910402362,-382.2,1990,192.26625,1.029877,1346.0205,450.05835,1.4597852,74.85066,0.08843677
451600,11188,236.61,451500,40,-381.33973790999994,0.0003,-2.74150137381679,-381.3,1991,174.93472,1.1236224,21.084238,25.081736,-0.33941662,13.41651,0.088426605
451700,11191,236.61,451600,40,-381.33973790999994,0.0003,-2.74150137381679,-381.3,1991,177.93198,1.1163609,42.513817,46.06112,0.23088087,47.73081,0.08854818
451800,11193,236.61,451700,40,-381.33973790999994,0.0003,-2.74150137381679,-381.3,1991,175.92471,1.3552018,78.17476,27.684994,-0.43263662,33.10231,0.08853991
