total timesteps,episodes,current_lr,n_updates,eplenmean,fps,time_elapsed,mean 100 episode reward,ep_rewmean,value_loss,qf2_loss,ent_coef_loss,entropy,ent_coef,qf1_loss,policy_loss
353890,1547,0.0003,353790,265.64,40,8772,-307.2,-307.22472595000005,22.362455,1113.002,-1.1321175,0.03606096,0.085654564,1057.6443,125.214325
354159,1548,0.0003,354059,265.93,40,8779,-307.8,-307.84138537,4.331583,11.358141,0.9622159,-0.04597888,0.08658932,16.239944,122.23424
354459,1549,0.0003,354359,265.93,40,8787,-308.0,-307.97545411,8.236251,8.867814,0.23046787,0.1452494,0.086187094,7.540349,127.41666
354759,1550,0.0003,354659,265.93,40,8794,-308.1,-308.12783272999997,18.350521,10.874773,0.9415175,0.0859845,0.08606044,13.318352,133.40358
355059,1551,0.0003,354959,265.93,40,8802,-308.5,-308.48546824,8.509689,164.51704,0.84248996,-0.053534582,0.086085744,164.10753,133.2766
355293,1552,0.0003,355193,265.27,40,8808,-311.7,-311.69503373,7.3542438,1224.2848,0.6516038,-0.18660243,0.08652337,1234.3259,124.15735
355593,1553,0.0003,355493,265.27,40,8815,-311.9,-311.88754139,23.56069,13.793459,1.7510291,-0.017580442,0.08751227,17.695791,137.81633
355893,1554,0.0003,355793,265.27,40,8823,-309.4,-309.43916008,12.037893,207.21474,-0.8488956,0.20790155,0.08743586,172.03291,129.94568
356193,1555,0.0003,356093,265.27,40,8830,-310.8,-310.78632371,7.4261637,13.595921,0.30124518,0.021230891,0.08805658,81.7195,123.85286
356493,1556,0.0003,356393,265.27,40,8838,-311.0,-310.97121347,20.444275,139.37195,-0.57991827,-0.099503316,0.087447695,139.67204,132.71318
356793,1557,0.0003,356693,265.27,40,8846,-312.4,-312.3945388,7.162445,6.3676577,1.3829552,0.04256177,0.08845222,10.946175,135.39725
357093,1558,0.0003,356993,265.27,40,8853,-312.6,-312.5898475700001,20.884354,13.045448,0.3039561,-0.046552967,0.08907256,19.374191,144.65738
357393,1559,0.0003,357293,265.27,40,8861,-320.7,-320.72884525,4.2548985,3.696283,-1.0802684,0.54860264,0.090163976,9.932744,124.69673
357693,1560,0.0003,357593,266.37,40,8868,-315.7,-315.65523048,8.751362,10.607571,-0.123541355,0.114418514,0.08861068,5.9682245,129.58687
357774,1561,0.0003,357674,264.18,40,8870,-321.1,-321.07631981000003,6.886134,7.831959,-1.3345008,0.35254008,0.08831371,3.6095583,121.29544
358074,1562,0.0003,357974,264.18,40,8878,-321.2,-321.19771512,11.298374,18.598183,1.4350939,0.15819448,0.0882381,4.6690865,131.70605
358118,1563,0.0003,358018,261.62,40,8879,-326.4,-326.39947121,4.603799,4.492658,-0.4127736,0.36573437,0.08829035,8.550163,120.20412
358418,1564,0.0003,358318,261.62,40,8887,-326.0,-325.95022874,5.94565,7.025227,-0.26192853,0.085688755,0.08797711,11.278445,129.50348
358718,1565,0.0003,358618,261.62,40,8895,-325.8,-325.76902643999995,9.444519,7.85177,0.68012035,0.013424873,0.0882414,4.7544847,138.69589
359018,1566,0.0003,358918,261.62,40,8902,-323.3,-323.30685945999994,14.509798,57.421585,-0.10850525,0.029522277,0.08813125,64.61438,143.56738
359318,1567,0.0003,359218,261.62,40,8910,-323.4,-323.3745288299999,7.79163,119.83491,-0.19381353,0.14105761,0.088056326,135.64075,138.76184
359363,1568,0.0003,359263,259.07,40,8911,-328.7,-328.71759417999994,4.0663295,10.832208,-1.1944795,0.28392628,0.08818825,11.050355,125.84659
359663,1569,0.0003,359563,259.07,40,8919,-329.7,-329.67475794,64.59183,210.15598,-1.128499,0.33024788,0.08794838,179.37909,125.71308
359769,1570,0.0003,359669,257.13,40,8921,-335.1,-335.10606955,12.259156,112.29496,0.05109912,-0.014285225,0.08795748,116.64573,134.77884
360069,1571,0.0003,359969,257.13,40,8929,-333.9,-333.850065,23.459454,48.715992,0.64406943,0.08418696,0.09071503,77.81438,131.74673
360252,1572,0.0003,360152,255.96,40,8934,-339.2,-339.22622541,9.505679,12.018062,-0.49480504,0.31675553,0.09040282,9.808702,126.13486
360552,1573,0.0003,360452,255.96,40,8941,-339.6,-339.60287486,6.173935,109.6004,-0.34790924,0.16318774,0.088328496,116.98054,132.35803
360852,1574,0.0003,360752,257.81,40,8949,-338.1,-338.05440845,8.620601,5.199745,0.41111046,0.06486502,0.08795595,5.030142,135.64365
361152,1575,0.0003,361052,257.81,40,8956,-338.2,-338.22922599,17.849224,16.642797,2.0313187,0.29072765,0.089115255,11.760974,126.24016
361452,1576,0.0003,361352,257.81,40,8964,-337.6,-337.61270294,13.135038,19.754921,0.77169406,0.22084956,0.09024432,27.484367,124.02551
361625,1577,0.0003,361525,256.54,40,8969,-344.4,-344.42119338,25.498432,12.365486,-0.21275239,-0.0012509786,0.09045933,15.653908,136.08554
361925,1578,0.0003,361825,256.86,40,8977,-339.2,-339.19757052,37.897964,179.13513,-0.009952426,0.008266136,0.088879414,228.52477,137.39133
362225,1579,0.0003,362125,256.86,40,8984,-333.3,-333.33618048000005,7.4348106,3.0376735,0.49158528,0.206955,0.08778125,7.330701,130.5544
362525,1580,0.0003,362425,256.86,40,8992,-333.0,-333.04604578000004,97.36038,39.91963,-0.6280428,0.37343273,0.088169515,125.90881,128.65698
362825,1581,0.0003,362725,256.86,40,8999,-332.6,-332.62798122,34.287735,26.298693,-1.0114244,0.35405102,0.085932426,47.10292,136.94252
362928,1582,0.0003,362828,254.89,40,9002,-337.8,-337.76181588,22.846159,18.301128,-0.06609604,0.38453546,0.08505489,10.410875,128.46242
363048,1583,0.0003,362948,253.09,40,9005,-342.4,-342.43910532999996,95.9993,168.7531,0.59373903,0.006219212,0.08441096,109.2657,137.87393
363348,1584,0.0003,363248,253.09,40,9012,-343.4,-343.40961821999997,55.317444,40.50185,0.18304193,0.3588041,0.086628534,27.278515,138.4496
363648,1585,0.0003,363548,253.09,40,9020,-343.5,-343.50016264999994,11.375474,24.284134,0.7061246,0.13079283,0.08857422,73.77465,143.89873
363948,1586,0.0003,363848,253.09,40,9027,-343.6,-343.62611480999993,28.176777,51.105774,-0.15680122,0.15186968,0.089702725,50.65238,134.9433
364248,1587,0.0003,364148,253.09,40,9035,-344.5,-344.46419797000004,6.402676,11.9572735,0.31065857,0.13220453,0.090405814,10.097921,135.0469
364548,1588,0.0003,364448,253.09,40,9043,-342.8,-342.84413465,4.9130926,7.1353097,0.5979059,0.07780729,0.09039579,5.1224804,129.0419
364848,1589,0.0003,364748,253.09,40,9050,-342.8,-342.80291485000004,2.8738546,160.84372,-0.20487884,0.2811545,0.09136859,159.58128,127.09447
365148,1590,0.0003,365048,253.09,40,9058,-346.7,-346.7284214,3.599885,285.6047,-1.238878,0.284678,0.09234329,280.31964,126.86565
365448,1591,0.0003,365348,255.52,40,9065,-341.2,-341.19168546000003,74.59714,18.03254,-0.33627847,0.05789192,0.09252526,16.348091,131.82544
365552,1592,0.0003,365452,253.56,40,9068,-345.6,-345.55557719999996,90.72406,46.024044,-0.48666522,0.16541089,0.09352568,56.145744,136.51056
365852,1593,0.0003,365752,253.56,40,9075,-339.0,-338.98641842000006,179.8887,44.467106,1.0471627,0.2602019,0.092820756,50.014698,143.9234
365957,1594,0.0003,365857,251.61,40,9078,-343.9,-343.94321715,6.599375,194.14305,0.7696144,0.21351999,0.09301455,157.2506,134.58241
366257,1595,0.0003,366157,251.61,40,9085,-343.4,-343.36251065000005,17.057339,5.850087,-1.1914842,0.18120944,0.09369398,11.879402,130.39792
366557,1596,0.0003,366457,251.61,40,9093,-343.4,-343.42613485000004,4.35835,5.4384704,-0.54180205,0.21075404,0.09482541,21.106125,128.84003
366857,1597,0.0003,366757,251.61,40,9100,-343.6,-343.55083864000005,39.497185,20.166996,0.74311036,0.264449,0.09448405,25.420645,146.6278
367157,1598,0.0003,367057,252.91,40,9107,-338.4,-338.3768102800001,8.608841,44.28444,0.8383911,0.016494345,0.0942669,46.67058,140.06439
367457,1599,0.0003,367357,253.74,40,9115,-332.1,-332.13283975999997,8.866576,12.613662,0.0369789,0.11702083,0.096375294,9.817013,133.28348
367757,1600,0.0003,367657,253.74,40,9122,-331.3,-331.31199998999995,7.3046093,9.906107,-0.72174364,0.28042105,0.096854664,7.763253,138.87326
368057,1601,0.0003,367957,256.1,40,9130,-330.5,-330.46652539,15.83463,19.858707,0.2531684,0.20333563,0.09540365,19.163422,136.98828
368357,1602,0.0003,368257,256.1,40,9137,-332.0,-332.0072137300001,16.936531,150.7636,1.0494452,0.19009598,0.09367138,174.23404,137.58228
368657,1603,0.0003,368557,256.1,40,9145,-334.3,-334.31029884000003,14.020744,11.176183,0.1578905,0.24244702,0.09278768,7.857964,137.67166
368957,1604,0.0003,368857,256.1,40,9152,-334.6,-334.5830890700001,42.621197,220.537,-0.35788745,0.328861,0.09258436,175.64859,134.62994
369031,1605,0.0003,368931,255.54,40,9154,-334.4,-334.44256884000004,7.4811187,4.9194384,-1.0959802,0.41507745,0.0929948,6.1332073,127.12035
369331,1606,0.0003,369231,255.54,40,9162,-335.8,-335.84115448000006,31.988663,10.7954235,-0.8586583,0.26338992,0.09233691,3.848929,135.84084
369631,1607,0.0003,369531,255.54,40,9169,-333.9,-333.85222524999995,4.945904,4.9057846,-0.83257633,0.30285987,0.09209897,6.5958967,131.31635
369799,1608,0.0003,369699,254.22,40,9173,-338.1,-338.1269968099999,4.191537,272.64587,0.48520502,0.13469595,0.09161432,287.55145,132.03734
370099,1609,0.0003,369999,256.07,40,9181,-331.7,-331.6650834,44.309143,190.38371,0.24690238,0.18194811,0.09258261,116.09745,134.58359
370399,1610,0.0003,370299,256.07,40,9189,-331.3,-331.33873989999995,10.663891,48.760963,0.5228306,0.133257,0.092810184,86.61814,134.27808
370489,1611,0.0003,370389,253.97,40,9191,-336.7,-336.70598164999996,31.395157,44.893463,-1.2240145,0.24512258,0.09265513,10.851385,135.54964
370789,1612,0.0003,370689,253.97,40,9199,-337.8,-337.7598416199999,23.610546,25.713802,1.1089514,0.45076695,0.09188787,30.948805,133.3029
370854,1613,0.0003,370754,253.5,40,9200,-337.5,-337.50815542,2.6687324,18.450722,-0.5960583,0.41878986,0.09220056,27.10722,128.0372
371154,1614,0.0003,371054,253.5,40,9208,-337.7,-337.65092647,12.454861,12.196294,-0.40139094,0.48149544,0.09293868,13.550081,134.36914
371454,1615,0.0003,371354,253.5,40,9216,-337.5,-337.4877145000001,9.2561455,49.38551,0.5347576,0.25737312,0.09174319,52.672794,134.03061
371754,1616,0.0003,371654,254.73,40,9223,-332.2,-332.2477994100001,4.126049,6.119417,-0.24923488,0.19623712,0.09041078,5.836671,131.04958
372054,1617,0.0003,371954,255.96,40,9230,-331.8,-331.846848,5.6910553,6.2126846,-0.1694046,0.35412365,0.08981535,8.623487,136.75786
372354,1618,0.0003,372254,255.96,40,9238,-331.8,-331.83958011999994,3.2342162,554.7981,-0.12166262,0.34400493,0.089286074,492.0188,134.301
372654,1619,0.0003,372554,255.96,40,9245,-331.8,-331.76205319,5.403324,38.166927,-1.0478628,0.22361043,0.08954362,30.544022,137.91647
372954,1620,0.0003,372854,257.98,40,9253,-328.7,-328.72668724999994,5.4311886,6.139784,-0.17045277,0.29206085,0.08931678,7.3905606,130.85965
373254,1621,0.0003,373154,258.78,40,9260,-321.6,-321.62414757,13.604416,5.9001403,1.4220574,0.21066341,0.09001015,13.719713,133.32622
373430,1622,0.0003,373330,259.71,40,9265,-320.5,-320.47292717,4.7475243,125.95572,-0.85689497,0.37900743,0.09087556,125.455826,130.55956
373730,1623,0.0003,373630,261.07,40,9272,-315.0,-315.02598329,4.8539524,5.6952353,-1.3878729,0.20113751,0.091400884,5.1779714,139.10779
373773,1624,0.0003,373673,258.5,40,9273,-319.6,-319.59062804,10.15251,15.022873,0.3173684,0.37611404,0.0914494,6.84355,130.95058
374073,1625,0.0003,373973,261.1,40,9281,-316.3,-316.34512838,8.441402,3.396153,-0.7195784,0.23984551,0.09070062,5.2427225,139.12456
374124,1626,0.0003,374024,258.61,40,9282,-321.4,-321.38383338000006,6.5499926,130.679,0.4632759,0.2360613,0.09106619,130.47447,131.4384
374219,1627,0.0003,374119,256.56,40,9285,-321.7,-321.70011639000006,25.141695,19.670107,0.52330214,0.47234473,0.09227577,14.116737,142.40744
374519,1628,0.0003,374419,256.56,40,9292,-318.0,-318.01629502,10.508143,9.008102,-0.8846344,0.2905321,0.09305845,11.00065,135.32678
374612,1629,0.0003,374512,254.49,40,9295,-323.3,-323.27212069,8.831735,4.4768257,1.0133708,0.071670026,0.093098,5.304285,133.86877
374691,1630,0.0003,374591,252.28,40,9297,-323.5,-323.48876507000006,3.6858602,5.369811,0.08570853,0.04842846,0.093878634,6.1712317,133.55893
374991,1631,0.0003,374891,252.28,40,9304,-323.4,-323.42228162000004,10.858796,12.690493,-0.34854323,0.26765212,0.09326531,15.104389,137.36102
375291,1632,0.0003,375191,252.28,40,9312,-323.5,-323.53022036,2.4645464,106.390465,0.45335662,0.24158111,0.09199225,103.73698,128.85518
375591,1633,0.0003,375491,252.28,40,9319,-312.4,-312.36759603,7.5662103,6.7776856,0.10942497,0.20153396,0.09399601,11.639017,133.27338
375891,1634,0.0003,375791,252.28,40,9327,-312.7,-312.67600461,64.45384,10.733833,-0.6119727,0.23606469,0.09634892,4.8773427,130.78773
376191,1635,0.0003,376091,252.28,40,9334,-313.0,-312.98814805,6.45082,9.779245,-0.29085672,0.4147002,0.097516306,7.66362,132.30914
376491,1636,0.0003,376391,254.63,40,9342,-307.9,-307.85166611000005,2.8728366,14.699711,-2.2526946,0.41304827,0.097435154,22.167467,129.15771
376791,1637,0.0003,376691,256.07,40,9350,-301.2,-301.20809988,9.52676,15.475874,-0.35229272,0.21860866,0.09792344,14.253523,134.34125
377091,1638,0.0003,376991,256.5,40,9357,-295.2,-295.23794065000004,4.718464,5.7244096,-0.25135523,0.4000313,0.09765889,7.8109055,131.58044
377391,1639,0.0003,377291,256.5,40,9365,-298.8,-298.83387117,5.3487473,117.187935,-0.33616173,0.45505184,0.09813339,121.31653,130.17583
377691,1640,0.0003,377591,256.5,40,9373,-301.8,-301.84964272,5.637687,15.249206,1.1673961,0.22952348,0.09847483,20.820272,139.77074
377816,1641,0.0003,377716,254.75,40,9376,-308.5,-308.50357609,12.799767,37.67807,0.18245369,0.22869521,0.09934474,58.748856,133.55736
378116,1642,0.0003,378016,254.75,40,9383,-308.7,-308.65646404,26.944052,8.220946,-0.18503952,0.32015583,0.09971675,9.784399,131.88678
378416,1643,0.0003,378316,256.13,40,9391,-305.9,-305.8735188,11.597975,9.561779,0.0767715,0.309376,0.09966161,10.897688,138.0693
378519,1644,0.0003,378419,255.29,40,9394,-306.0,-306.01205814,48.935776,117.96132,0.54909307,0.32325518,0.09954373,194.2356,147.23154
378819,1645,0.0003,378719,255.29,40,9401,-306.2,-306.19170511,6.655383,27.847178,0.1026243,0.24885678,0.09892809,16.675524,140.47607
379119,1646,0.0003,379019,255.29,40,9409,-309.0,-309.04512822,8.874004,974.9192,0.12888396,0.39565736,0.09712994,1038.4269,134.0685
379419,1647,0.0003,379319,255.29,40,9417,-309.2,-309.21660906,9.656961,5.926677,0.58188933,0.3298372,0.094257236,23.820835,137.21901
379719,1648,0.0003,379619,255.6,40,9424,-302.6,-302.6359956,4.0710697,24.291382,-0.29773036,0.13756627,0.090844564,27.772314,131.66344
380019,1649,0.0003,379919,255.6,40,9432,-302.6,-302.57212709,15.133989,47.030285,-0.0128266215,0.06291797,0.08944534,47.106537,143.6793
380319,1650,0.0003,380219,255.6,40,9439,-304.0,-303.96738534,3.3445702,13.63685,0.032046974,0.07199396,0.08896145,67.79852,141.71028
380619,1651,0.0003,380519,255.6,40,9447,-303.4,-303.42230336,5.6577325,7.7557044,-0.15158731,0.32508466,0.0883812,9.959373,134.74467
380919,1652,0.0003,380819,256.26,40,9454,-297.7,-297.67697353,97.03065,996.17267,-0.39371172,0.19071956,0.08841977,1771.7385,137.49454
381094,1653,0.0003,380994,255.01,40,9459,-303.1,-303.080555,2.0637727,8.590689,-0.47041845,0.4030685,0.08947008,7.0979505,132.93304
381394,1654,0.0003,381294,255.01,40,9466,-303.2,-303.1641766,47.81977,48.71351,-0.05982974,0.25580877,0.09025818,45.388683,135.69925
381694,1655,0.0003,381594,255.01,40,9474,-300.4,-300.43345892,5.5569944,8.300119,0.5314468,0.29662406,0.09082022,6.6459813,131.6451
381994,1656,0.0003,381894,255.01,40,9481,-300.6,-300.62144453,6.8538947,37.77769,0.39722562,0.44279218,0.092351615,7.919175,138.45572
382294,1657,0.0003,382194,255.01,40,9489,-299.7,-299.67286147,3.9193335,9.817074,-0.21317047,0.32503024,0.09265774,12.625643,131.59152
382594,1658,0.0003,382494,255.01,40,9496,-300.1,-300.11143610999994,59.72509,233.67091,0.36671072,0.3690163,0.09499127,195.05608,139.53217
382848,1659,0.0003,382748,254.55,40,9502,-298.4,-298.40972758,11.645884,152.60037,0.26872742,0.41551536,0.09737565,157.5683,140.82591
382953,1660,0.0003,382853,252.6,40,9505,-304.0,-304.04062084000003,20.460161,10.051515,0.62857455,0.0985415,0.097468495,15.218279,137.79494
383253,1661,0.0003,383153,254.79,40,9513,-298.9,-298.88843477,3.1844296,7.775148,-0.4735285,0.59574926,0.09921872,5.874977,132.4689
383553,1662,0.0003,383453,254.79,40,9520,-299.2,-299.19961829,8.639389,7.2205935,-0.51297516,0.46266407,0.09725697,16.40443,138.74341
383853,1663,0.0003,383753,257.35,40,9527,-294.7,-294.69326545,13.656799,77.144104,-0.0528633,0.25144097,0.0950018,25.777784,141.52994
384153,1664,0.0003,384053,257.35,40,9535,-294.4,-294.39288381,7.030093,9.873156,0.029589146,0.3805893,0.09539535,29.598742,137.22357
384453,1665,0.0003,384353,257.35,40,9542,-294.4,-294.36519879,13.3800125,6.332252,-1.386965,0.37997457,0.09446596,4.344784,132.68436
384753,1666,0.0003,384653,257.35,40,9550,-291.1,-291.10844108000003,30.566835,64.203964,1.0863507,0.29867795,0.09356935,28.496777,146.33168
385053,1667,0.0003,384953,257.35,40,9557,-294.4,-294.43170158000004,9.790901,49.20366,0.9974993,0.43892014,0.09514758,12.584258,142.01208
385353,1668,0.0003,385253,259.9,40,9565,-289.4,-289.38798882000003,11.014664,21.269018,-0.14816701,0.39846393,0.0974116,25.864887,137.1055
385653,1669,0.0003,385553,259.9,40,9572,-288.4,-288.41751515,13.634967,12.788947,0.05688405,0.35285032,0.09990077,8.991805,139.98427
385953,1670,0.0003,385853,261.84,40,9580,-283.3,-283.30738995,6.1889434,231.20149,-0.070619136,0.29285425,0.098608255,206.2723,136.87686
386253,1671,0.0003,386153,261.84,40,9587,-283.3,-283.32267206000006,4.0964513,4.549818,-0.64801633,0.23755088,0.0973676,4.9352317,132.3547
386553,1672,0.0003,386453,263.01,40,9594,-279.0,-278.98022489000004,8.352589,5.5613713,-0.06212321,0.5100064,0.09433691,3.795725,143.81876
386771,1673,0.0003,386671,262.19,40,9600,-284.6,-284.58429981,6.614127,421.47302,1.1446002,0.3736754,0.09398602,406.82385,142.16061
387071,1674,0.0003,386971,262.19,40,9607,-280.6,-280.64974893999994,11.007198,19.657907,-1.1637791,0.43642738,0.091946356,20.44331,133.12737
387122,1675,0.0003,387022,259.7,40,9609,-285.6,-285.58548385,8.748815,7.4799423,-0.1437431,0.41789258,0.092246845,9.835452,139.76883
387169,1676,0.0003,387069,257.17,40,9610,-290.9,-290.86514203999997,198.8006,195.88284,-0.30138606,0.45471108,0.091644794,149.56924,144.98792
387469,1677,0.0003,387369,258.44,40,9617,-284.1,-284.08068206,8.186399,5.1997614,-0.31894606,0.44733328,0.09024269,3.7683191,134.0315
387769,1678,0.0003,387669,258.44,40,9625,-283.1,-283.11844825000003,26.531414,14.782721,2.2535667,0.57374394,0.09128463,25.396347,148.67638
388069,1679,0.0003,387969,258.44,40,9632,-284.7,-284.70570724,7.355916,11.190611,-0.28055695,0.39596307,0.09329378,5.791996,142.48271
388178,1680,0.0003,388078,256.53,40,9635,-289.9,-289.94047879999994,6.8942957,14.809981,2.986584,0.14520217,0.09394583,15.654895,158.19827
388478,1681,0.0003,388378,256.53,40,9643,-289.7,-289.65693060999996,5.847614,26.87223,-0.047972858,0.4158466,0.0949296,55.961227,137.8316
388778,1682,0.0003,388678,258.5,40,9650,-285.0,-284.97974115999995,5.2359943,8.391875,0.92208695,0.34293395,0.09579525,14.436079,133.73297
388860,1683,0.0003,388760,258.12,40,9652,-284.9,-284.88967808999996,6.3963985,240.90714,0.41300982,0.477795,0.09668673,228.91199,137.22684
389160,1684,0.0003,389060,258.12,40,9659,-284.0,-283.99701899999997,6.400612,111.53178,-1.0684636,0.29633287,0.096592285,90.87514,132.56711
389460,1685,0.0003,389360,258.12,40,9667,-284.2,-284.18681927,32.464333,339.57074,1.1968441,0.061243214,0.09573363,305.2907,141.21027
389760,1686,0.0003,389660,258.12,40,9674,-284.0,-283.97414550999997,16.42009,25.381605,-1.2514843,0.5988545,0.09613243,25.149822,135.16956
390060,1687,0.0003,389960,258.12,40,9682,-283.2,-283.16875495999994,8.937899,5.8699207,-0.43498746,0.36286896,0.094984636,8.216584,139.02747
390251,1688,0.0003,390151,257.03,40,9687,-288.1,-288.14350507,9.768724,10.919298,0.0015217066,0.2666943,0.094993375,15.657925,134.82562
390551,1689,0.0003,390451,257.03,40,9694,-290.1,-290.08960351999997,1.7219357,5.7579174,-0.955609,0.34166595,0.09618797,10.942198,133.59647
390851,1690,0.0003,390751,257.03,40,9702,-286.1,-286.09750906000005,40.05254,18.415789,-1.1993827,0.3733063,0.09375885,32.956394,141.66205
391151,1691,0.0003,391051,257.03,40,9710,-285.8,-285.76498325000006,5.4052715,107.63406,-0.7698763,0.39872763,0.09333284,96.92029,135.87625
391196,1692,0.0003,391096,256.44,40,9711,-285.5,-285.45050667,12.359599,11.134136,-0.86207443,0.4288062,0.09317361,4.85707,142.21474
391496,1693,0.0003,391396,256.44,40,9719,-287.6,-287.5575978,30.528175,7.8042717,-0.76921344,0.2897798,0.09365289,7.4760203,144.6417
391796,1694,0.0003,391696,258.39,40,9726,-282.4,-282.38420139,14.836872,17.980465,-0.25171113,0.25756973,0.0931761,20.981453,139.9406
391902,1695,0.0003,391802,256.45,40,9729,-287.7,-287.72771302999996,4.154046,9.703733,-0.47358584,0.34001416,0.09247154,9.753854,143.5067
392086,1696,0.0003,391986,255.29,40,9733,-293.2,-293.20010868,3.6492174,9.3554,0.5400452,0.34754318,0.092254855,13.65831,138.78278
392386,1697,0.0003,392286,255.29,40,9741,-293.3,-293.25622954000005,16.90578,87.990944,-0.8968928,0.37175173,0.09264018,68.42212,138.79391
392686,1698,0.0003,392586,255.29,40,9748,-297.5,-297.46526216,7.3423595,12.173522,0.53298354,0.45327157,0.0934131,58.717255,139.30418
392811,1699,0.0003,392711,253.54,40,9751,-303.7,-303.69170637,5.4203134,6.1854773,0.68164104,0.51750857,0.09398053,11.212393,135.47092
392853,1700,0.0003,392753,250.96,40,9752,-308.6,-308.62943766999996,6.6500397,158.7128,-0.8978105,0.6944344,0.09433025,157.84937,140.94264
393153,1701,0.0003,393053,250.96,40,9760,-304.4,-304.36484183,16.435379,6.1518574,0.5044528,0.47209895,0.09371641,5.3101215,142.6958
393453,1702,0.0003,393353,250.96,40,9767,-303.3,-303.31458564,4.6462135,8.64429,-0.73134243,0.44936875,0.09353955,7.383583,132.93658
393515,1703,0.0003,393415,248.58,40,9769,-306.4,-306.35241463,29.58001,145.90993,-0.7806169,0.3868655,0.093003646,148.61911,142.45258
393815,1704,0.0003,393715,248.58,40,9776,-306.1,-306.06325406,9.753636,39.611286,0.5096709,0.34965932,0.09243217,24.689455,141.82312
394115,1705,0.0003,394015,250.84,40,9784,-300.9,-300.9014694,12.38325,24.723946,0.071016565,0.35518986,0.09214837,54.344555,143.01544
394415,1706,0.0003,394315,250.84,40,9791,-299.7,-299.66914839,17.67767,19.298954,-1.045604,0.43916363,0.09168158,45.780506,141.7714
394715,1707,0.0003,394615,250.84,40,9799,-299.4,-299.35793667999997,22.875473,31.020155,0.6671895,0.4478237,0.09364235,48.44071,145.23256
395015,1708,0.0003,394915,252.16,40,9806,-294.4,-294.44835336,8.506289,1228.3765,-0.1863181,0.3091067,0.09705792,1277.1149,142.42322
395058,1709,0.0003,394958,249.59,40,9807,-299.7,-299.73859668999995,12.267893,7.2522545,0.31571418,0.5129874,0.09747709,5.9741707,144.80136
395358,1710,0.0003,395258,249.59,40,9815,-300.0,-299.99242935,10.977847,83.315475,0.75875187,0.2942587,0.09885834,86.208176,146.92833
395658,1711,0.0003,395558,251.69,40,9822,-294.9,-294.93370683,5.8545275,166.93767,-0.70198697,0.34491,0.098530956,156.89671,139.70877
395901,1712,0.0003,395801,251.12,40,9828,-299.5,-299.53178848,3.7130158,6.6347775,-0.15694675,0.4416722,0.09794212,8.934196,138.71275
396201,1713,0.0003,396101,253.47,40,9836,-294.3,-294.26204628,12.84966,14.319897,0.8199284,0.30169064,0.09888123,11.816809,144.10599
396501,1714,0.0003,396401,253.47,40,9844,-294.5,-294.46054987,7.2047167,14.640307,0.2154339,0.34595913,0.09868302,13.572796,139.21661
396529,1715,0.0003,396429,250.75,40,9844,-299.4,-299.3936992199999,6.957781,4.503218,-0.51186407,0.43118998,0.098591,4.516346,149.676
396829,1716,0.0003,396729,250.75,40,9852,-298.3,-298.34687559,7.1070466,9.392616,-0.2594012,0.52042735,0.099078186,6.532604,143.6379
397080,1717,0.0003,396980,250.26,40,9859,-297.7,-297.65210720999994,42.710808,5.525253,-1.9118687,0.6826657,0.09928888,19.611616,137.30087
397177,1718,0.0003,397077,248.23,40,9861,-302.7,-302.72453071,4.69965,12.405485,-1.3950138,0.76929986,0.09915896,10.4589405,135.84471
397294,1719,0.0003,397194,246.4,40,9864,-307.8,-307.83103009,14.021387,148.6123,0.024965331,0.4815706,0.09890919,73.62219,144.2999
397357,1720,0.0003,397257,244.03,40,9866,-310.8,-310.83277427999997,12.912947,289.85382,-0.545339,0.4487103,0.099125765,231.62799,138.1156
397439,1721,0.0003,397339,241.85,40,9868,-316.0,-315.97066312999993,12.433773,90.49628,1.2435708,0.4922153,0.099712305,89.14839,155.88586
397483,1722,0.0003,397383,240.53,40,9869,-315.6,-315.59011377,19.064068,64.787605,0.29702994,0.4150719,0.09969186,31.9097,139.56102
397783,1723,0.0003,397683,240.53,40,9876,-315.4,-315.44561921999997,48.045036,13.071791,-0.1341233,0.732977,0.10080796,16.870985,141.9938
398083,1724,0.0003,397983,243.1,40,9884,-310.3,-310.33888208,14.647123,11.083912,1.0549387,0.6204225,0.101598434,12.301197,139.70834
398383,1725,0.0003,398283,243.1,40,9891,-308.8,-308.75860337,5.078967,5.81812,-0.32011423,0.5057592,0.10324887,6.2605042,144.84927
398593,1726,0.0003,398493,244.69,40,9896,-309.5,-309.49092397,31.803137,21.440792,-0.31518775,0.24390762,0.10361774,45.051907,146.68211
398893,1727,0.0003,398793,246.74,40,9904,-304.0,-304.0338262099999,27.60672,1600.5375,0.916099,0.39887404,0.10432807,1575.6246,143.6943
399193,1728,0.0003,399093,246.74,40,9911,-303.9,-303.89785990999997,8.600877,27.751013,0.38268125,0.25166953,0.10387878,68.68307,138.65897
399261,1729,0.0003,399161,246.49,40,9913,-303.7,-303.69685096,4.9424944,7.341722,0.5047947,0.46326798,0.10467112,8.59417,141.8859
399494,1730,0.0003,399394,248.03,40,9919,-304.3,-304.33509783,10.09103,4.939967,0.09173429,0.5007429,0.104064964,4.6962132,140.79994
399794,1731,0.0003,399694,248.03,40,9926,-307.0,-306.95708477,846.4228,162.14044,0.6623837,0.49172485,0.10330263,1730.7258,139.32065
